text,polarity,subjectivity,created_at
Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:35:07 +0000 2018)
RT @Caitriona_Ennis: Simply. YES. #compassion https://t.co/bvUKOSQMoZ,0.0,0.357142857143,Mon May 07 15:35:11 +0000 2018)
RT @Caraquest: In Cork and looking for a @repealproject jumper or some @Together4yes swag? Pop into 23a Washington St - badges  stickers  t…,0.0,0.0,Mon May 07 15:35:18 +0000 2018)
RT @LawlessRoisin: Lucinda Creighton is right  Minister Harris's proposal is neither narrow nor restrictive. 
It's not about the hard cases…,-0.0686507936508,0.49246031746,Mon May 07 15:35:24 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:35:33 +0000 2018)
@newsworthy_ie And a bunch of Solicitors in Cork ... #repealthe8th https://t.co/97uioW2qU7,0.0,0.0,Mon May 07 15:35:42 +0000 2018)
It’s all about the #narrative and which you relate to #Repeal #Repeal8th #Repealthe8th #VoteYes https://t.co/ZfSij8nJkj,0.0,0.0,Mon May 07 15:35:44 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:35:53 +0000 2018)
RT @GaRoDean: All welcome to the official launch of the Lawyers For Choice booklet. Looking forward to an afternoon of detailed  we’ll rese…,0.6,0.825,Mon May 07 15:35:54 +0000 2018)
RT @newsworthy_ie: Attorney General Peter Sutherland warned of the ambiguity of the wording of the 8th in 1983.

The Oireachtas ran with it…,0.05,0.5,Mon May 07 15:35:57 +0000 2018)
can’t believe i seen those awful pro life posters in town today🤦🏽‍♀️ they should be ashamed of themselves.. &amp; well… https://t.co/CIB8Sm4i3p,-1.0,1.0,Mon May 07 15:36:00 +0000 2018)
I’ve avoided commenting much on the #8thRef becuz I wanted to think about it before going to 1 side. But the more I… https://t.co/EBn6RKa1j9,0.35,0.35,Mon May 07 15:36:04 +0000 2018)
RT @TheDublinGuy: Say No To Abortion On Demand In Ireland !! DON'T #RepealThe8th #SaveThe8th !! #LiamNeeson #Bono #U2 #Prolife #LoveBothVot…,0.0,0.0,Mon May 07 15:36:04 +0000 2018)
RT @Together4yes: She’s your friend  she’s your neighbour  she lives on your street. 

There is a woman in your life who needs your Yes. Vo…,0.0,0.0,Mon May 07 15:36:16 +0000 2018)
RT @BredaLynch2: 🌕 RIOT GURRRLS 🌕 #ainephilips &amp; #sarahcullen of @artistsrepeal8  with #evelynglynn independent researcher on #magdalenelau…,0.0,0.125,Mon May 07 15:36:17 +0000 2018)
RT @newsworthy_ie: Attorney General Peter Sutherland warned of the ambiguity of the wording of the 8th in 1983.

The Oireachtas ran with it…,0.05,0.5,Mon May 07 15:36:20 +0000 2018)
RT @shockproofbeats: Both sides of #RepealThe8th debate have been at fault  whether it's the NO side lying about being nurses  slandering m…,0.0,0.0,Mon May 07 15:36:31 +0000 2018)
RT @CorkTogether4Y: So much gratitude to all the brave women who have shared their experiences with us.
#together4yes https://t.co/6zVFdASB…,0.5,0.6,Mon May 07 15:36:44 +0000 2018)
RT @newsworthy_ie: Attorney General Peter Sutherland warned of the ambiguity of the wording of the 8th in 1983.

The Oireachtas ran with it…,0.05,0.5,Mon May 07 15:37:04 +0000 2018)
RT @RuthCoppingerTD: At 5pm tomorrow (Tues) there will be no more voter registration for #8thref. If not registered you need to visit Garda…,-0.25,0.5,Mon May 07 15:37:11 +0000 2018)
RT @CorkTogether4Y: Vote YES for equality in healthcare
#Together4Yes 
#CorkSaysYes https://t.co/2tqpAHdG8q,0.0,0.0,Mon May 07 15:37:12 +0000 2018)
RT @NoonanJoe: @newsworthy_ie And a bunch of Solicitors in Cork ... #repealthe8th https://t.co/97uioW2qU7,0.0,0.0,Mon May 07 15:37:14 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:37:16 +0000 2018)
RT @ruxtab: This is a pretty cool rule for twitter Germany. The pro life campaign would be fucked. #together4yes #repealthe8th @FintanOTool…,0.0,0.783333333333,Mon May 07 15:37:23 +0000 2018)
#Knocknacarra canvass for @GalwayTFY on a sunny Bank Holiday afternoon.

Sure what else would you be doing?!… https://t.co/DoOIougVKj,0.5,0.888888888889,Mon May 07 15:37:25 +0000 2018)
RT @CorkTogether4Y: Thanks to Senator @ColetteKelleher for joining our own @LukePField at our morning bridge canvass today! #Together4Yes h…,0.475,0.6,Mon May 07 15:37:26 +0000 2018)
RT @DSWProChoice: Well we were busy the past few days knocking on doors all across #DublinSW. We still have a lot to do  so please come joi…,-0.116666666667,0.216666666667,Mon May 07 15:37:35 +0000 2018)
RT @TaraFlynn: Laois! Let’s talk! #RepealThe8th #8thref https://t.co/jrbZ7sCnDW,0.0,0.0,Mon May 07 15:37:45 +0000 2018)
RT @TFMRIRE: *****Urgent appeal from TFMR****
Please help us to tell our stories to more people so we can attempt to counter the lies and b…,0.5,0.5,Mon May 07 15:37:50 +0000 2018)
RT @Together4yes: An open letter calling for a Yes vote on May 25. 

We are all #together4yes

Vote Yes on May 25 for a more caring and com…,0.25,0.5,Mon May 07 15:37:59 +0000 2018)
Please do register and vote people. We can't spend another 35 years fighting this. #repealthe8th #together4yesvote… https://t.co/6SfVe2u9tY,0.0,0.0,Mon May 07 15:38:05 +0000 2018)
RT @justeconomics: The immorality of the No side just gets worse. The trauma and upset that these horribly insensitive posters must be caus…,-0.7,0.8,Mon May 07 15:38:05 +0000 2018)
RT @TFYEastCork: Less than two dozen new followers would see us break the 550 followers milestone. Would any of you be so kind as to give u…,0.189898989899,0.473737373737,Mon May 07 15:38:07 +0000 2018)
RT @LawlessRoisin: Lucinda Creighton is right  Minister Harris's proposal is neither narrow nor restrictive. 
It's not about the hard cases…,-0.0686507936508,0.49246031746,Mon May 07 15:38:11 +0000 2018)
